Kurzer Schritt 29B	86479	Aichen	+49 8284 4154 10	+49 8284 4154 59
Ullrich-Huber-Weg 6B	76776	Neuburg am Rhein	+49 7273 93641 10	+49 7273 93641 59
Am Querfeld 23d	25946	Norddorf auf Amrum	+49 4682 5063 10	+49 4682 5063 59
Spielsgasse 24b	38173	Dettum	+49 5333 77634 10	+49 5333 77634 59
Pommernstraße 29	17449	Trassenheide	+49 38371 169 10	+49 38371 169 59
Flößerstraße 49B	79194	Heuweiler	+49 7666 90388 10	+49 7666 90388 59
Mobschatzer Straße 24	66679	Losheim am See	+49 6872 96735 10	+49 6872 96735 59
Satzgasse 37C	78713	Dunningen	+49 3691 8071 10	+49 3691 8071 59
Alttorna 17a	37581	Bad Gandersheim	+49 5382 96533 10	+49 5382 96533 59
Langgartenstraße 4c	74232	Abstatt	+49 7062 51433 10	+49 7062 51433 59
Spökelbargring 23D	56767	Uersfeld	+49 2657 77645 10	+49 2657 77645 59
Weilbrunnstraße 35a	59423	Unna	+49 2303 95046 10	+49 2303 95046 59
Materniweg 23C	17391	Medow	+49 39728 1546 10	+49 39728 1546 59
Am Melbersee 12e	61389	Schmitten	+49 6084 3089 10	+49 6084 3089 59
Karl-Leicht-Straße 43D	84579	Unterneukirchen	+49 8634 98032 10	+49 8634 98032 59
Bernhard-Becker-Straße 46f	89568	Hermaringen	+49 7322 90694 10	+49 7322 90694 59
Grundweg 27a	09429	Wolkenstein	+49 37369 905 10	+49 37369 905 59
Neusiedler Straße 13A	94234	Viechtach	+49 9942 45314 10	+49 9942 45314 59
Ernst Summer-Straße 32a	57072	Siegen	+49 271 31870 10	+49 271 31870 59
Riedweg 15	25355	Bullenkuhlen	+49 431 80098 10	+49 431 80098 59
Kaulbachstraße 1E	79856	Hinterzarten	+49 7652 2392 10	+49 7652 2392 59
Lisa-Niebank-Weg 15b	07616	Graitschen bei Bürgel	+49 36692 2632 10	+49 36692 2632 59
Stendaler Straße 35A	57635	Kraam	+49 2686 61546 10	+49 2686 61546 59
Kirschensteg 9D	96361	Steinbach am Wald	+49 9263 68891 10	+49 9263 68891 59
Ernst-Merck-Brücke 41	01612	Glaubitz	+49 35265 1334 10	+49 35265 1334 59
Windmühlberggasse 49A	25842	Bordelum	+49 6502 99992 10	+49 6502 99992 59
Stephanstraße 41D	21614	Buxtehude	+49 4161 6002 10	+49 4161 6002 59
Nordstraße 44c	14947	Nuthe-Urstromtal	+49 3371 5841 10	+49 3371 5841 59
Delmer Bogen 13A	56566	Neuwied	+49 2631 87343 10	+49 2631 87343 59
Paul-Apel-Straße 41D	57610	Altenkirchen (Westerwald)	+49 2681 82696 10	+49 2681 82696 59
Garbenweg 2C	25761	Büsum	+49 4761 92610 10	+49 4761 92610 59
Wicker-Frosch-Straße 8b	08239	Bergen	+49 37463 905 10	+49 37463 905 59
Freudenberger Straße 7	65203	Wiesbaden	+49 611 51016 10	+49 611 51016 59
Akazienweg 6A	24799	Christiansholm	+49 4339 87395 10	+49 4339 87395 59
Sachsenplatz 40c	06279	Farnstädt	+49 34776 9836 10	+49 34776 9836 59
Stephan-Heise-Straße 47c	30900	Wedemark	+49 5130 94955 10	+49 5130 94955 59
Keltenstraße 10b	56355	Diethardt	+49 6772 4988 10	+49 6772 4988 59
Cretzschmarstraße 45b	47167	Duisburg	+49 203 75928 10	+49 203 75928 59
Schilfteichstraße 46	93468	Miltach	+49 9944 83427 10	+49 9944 83427 59
Franziusplatz 41b	59909	Bestwig	+49 2904 5240 10	+49 2904 5240 59
Immenlach 24E	94086	Bad Griesbach i.Rottal	+49 8532 64727 10	+49 8532 64727 59
Semmelweisstraße 30a	55608	Berschweiler bei Kirn	+49 6752 72692 10	+49 6752 72692 59
Fleckenbühlstraße 21A	28844	Weyhe	+49 4203 70002 10	+49 4203 70002 59
Ottostraße 19e	24994	Holt	+49 4605 1880 10	+49 4605 1880 59
Hermannstal 23d	56814	Greimersburg	+49 2671 20496 10	+49 2671 20496 59
Bibrachstraße 40A	06420	Könnern	+49 34691 3796 10	+49 34691 3796 59
Storchgasse 31C	24594	Grauel	+49 4871 5189 10	+49 4871 5189 59
Am Promigberg 23e	53902	Bad Münstereifel	+49 2253 18434 10	+49 2253 18434 59
Darmstädter Straße 24E	49584	Fürstenau	+49 5901 89939 10	+49 5901 89939 59
Buchenhain 7a	15838	Am Mellensee	+49 3341 5398 10	+49 3341 5398 59
Hohlweg 15h	54636	Bickendorf	+49 6569 86446 10	+49 6569 86446 59
Adalbertstraße 41C	55576	Badenheim	+49 6701 43536 10	+49 6701 43536 59
Semperplatz 49a	99518	Rannstedt	+49 36463 3153 10	+49 36463 3153 59
Am Kronenhügel 45e	19230	Picher	+49 38751 2639 10	+49 38751 2639 59
Rosenallee 48b	88634	Herdwangen-Schönach	+49 7557 74944 10	+49 7557 74944 59
Bechtenwaldstraße 12	66424	Homburg	+49 6841 96438 10	+49 6841 96438 59
Huswertstraße 12	21522	Hohnstorf (Elbe)	+49 4153 50862 10	+49 4153 50862 59
Hübnerstraße 14D	06386	Osternienburger Land	+49 36204 1494 10	+49 36204 1494 59
Alter Eichbuscher Weg 14	56858	Sosberg	+49 6545 3925 10	+49 6545 3925 59
Güterplatz 38C	44329	Dortmund	+49 231 28902 10	+49 231 28902 59
Friedrich-List-Platz 13f	45968	Gladbeck	+49 2043 4834 10	+49 2043 4834 59
Curt-Querner-Straße 41b	24256	Schlesen	+49 4303 2893 10	+49 4303 2893 59
Wiesenteich 17h	25779	Norderheistedt	+49 4836 75796 10	+49 4836 75796 59
Stazinäriweg 10	55234	Flomborn	+49 6735 3136 10	+49 6735 3136 59
Altomsewitz 12D	93494	Waffenbrunn	+49 9971 80823 10	+49 9971 80823 59
Scheibenackerweg 50C	87538	Bolsterlang	+49 8326 67343 10	+49 8326 67343 59
Quergasse 25e	24939	Flensburg	+49 461 50429 10	+49 461 50429 59
An der Autobahn 34a	76831	Billigheim-Ingenheim	+49 6349 9150 10	+49 6349 9150 59
Hartl-Lucke 34B	25560	Schenefeld	+49 4892 93937 10	+49 4892 93937 59
Ooser Friedrichstraße 30	56244	Sessenhausen	+49 2626 26034 10	+49 2626 26034 59
Sierichstraße 31	95473	Creußen	+49 9270 2153 10	+49 9270 2153 59
Ulmenau 7A	18513	Deyelsdorf	+49 38334 8633 10	+49 38334 8633 59
Kaltenbergen 28a	56346	Sankt Goarshausen	+49 5101 9224 10	+49 5101 9224 59
Amtsstraße 45d	82166	Gräfelfing	+49 89 568230 10	+49 89 568230 59
Jakobsplatz 11c	66894	Wiesbach	+49 6337 75046 10	+49 6337 75046 59
Sievekingdamm 14	94439	Roßbach	+49 8547 2024 10	+49 8547 2024 59
Anna-Angermann-Straße 21C	23795	Weede	+49 4551 89192 10	+49 4551 89192 59
Schellenbergerstraße 2A	85662	Hohenbrunn	+49 89 518182 10	+49 89 518182 59
Dorfstraße 11b	88263	Horgenzell	+49 7504 66992 10	+49 7504 66992 59
Ziegelhüttenweg 24c	24360	Barkelsby	+49 4358 69044 10	+49 4358 69044 59
Hans-Böckler-Straße 25A	36419	Geisa	+49 36967 8739 10	+49 36967 8739 59
Ehingerstraße 30E	73312	Deggingen	+49 6635 3475 10	+49 6635 3475 59
Wincklerstraße 22h	23936	Testorf-Steinfort	+49 38871 1742 10	+49 38871 1742 59
Am Stiegelschlag 2	27711	Osterholz-Scharmbeck	+49 4791 81032 10	+49 4791 81032 59
Steuernagelstraße 24A	56357	Kasdorf	+49 6772 8006 10	+49 6772 8006 59
Melitta-Bentz-Straße 15G	01069	Dresden	+49 351 44698 10	+49 351 44698 59
Großzschachwitzer Straße 3h	85560	Ebersberg	+49 8092 81698 10	+49 8092 81698 59
Stammfeldweg 37	97957	Wittighausen	+49 9347 2152 10	+49 9347 2152 59
Schützenhöhe 29A	38312	Ohrum	+49 5337 3185 10	+49 5337 3185 59
Prof.-Billroth-Straße 8b	54533	Schwarzenborn	+49 6567 76531 10	+49 6567 76531 59
Eichbergstraße 35	31073	Delligsen	+49 5187 95316 10	+49 5187 95316 59
Schellenbergerstraße 29	25719	Busenwurth	+49 4857 89130 10	+49 4857 89130 59
Lugaer Platz 11H	54636	Ingendorf	+49 6568 2450 10	+49 6568 2450 59
Lahnstraße 2a	17309	Nieden	+49 39740 8837 10	+49 39740 8837 59
Dietrich-Bonhoeffer-Weg 34b	24392	Süderbrarup	+49 4641 9869 10	+49 4641 9869 59
Tännichtstraße 14D	94081	Fürstenzell	+49 8502 71392 10	+49 8502 71392 59
Max-Beckmann-Straße 41	21514	Büchen	+49 4155 7191 10	+49 4155 7191 59
